platform,post_type,post_length,views,likes,comments,shares,engagement_rate,length category,total_interactions
Twitter,Video,27,145905,6737,1112,354,0.0562215139988348,Short,8203
Twitter,Image,111,68134,2741,307,181,0.0473919041888044,Long,3229
Facebook,Image,7,213975,17379,1744,2092,0.0991470966234373,Short,21215
Instagram,Image,34,154500,8852,672,569,0.0653268608414239,Short,10093
Twitter,Video,49,149714,9254,1759,787,0.0788169443071456,Medium,11800
Instagram,Video,21,91491,5530,463,146,0.0670994961253019,Short,6139
Instagram,Image,118,126656,5812,533,543,0.0543835270338554,Long,6888
Twitter,Text,62,143169,14065,1402,1427,0.1180004051156325,Medium,16894
Instagram,Video,62,261971,3499,324,107,0.0150016604891381,Medium,3930
Twitter,Video,100,90096,2651,197,137,0.033131326584976,Long,2985
Twitter,Image,114,25426,905,93,69,0.0419649178006764,Long,1067
Twitter,Text,61,125267,11188,1351,1360,0.1109550001197442,Medium,13899
Instagram,Image,11,260813,24176,3209,551,0.1071112252840157,Short,27936
Twitter,Image,43,112128,9659,709,609,0.0978970462328767,Medium,10977
Instagram,Text,82,202405,9619,1605,198,0.0564314122674835,Long,11422
Twitter,Text,62,45463,4196,405,368,0.1092976706332622,Medium,4969
Twitter,Text,60,73249,1381,259,117,0.0239866755860148,Medium,1757
Facebook,Video,19,43079,2960,294,349,0.0836370389284802,Short,3603
Facebook,Image,48,154476,14574,2615,298,0.1132020508040083,Medium,17487
Facebook,Video,16,127805,9961,1024,1181,0.0951918939008646,Short,12166
Instagram,Text,12,140026,4902,617,665,0.0441632268293031,Short,6184
Instagram,Video,84,101411,7562,800,463,0.0870221179162023,Long,8825
Twitter,Text,45,57331,2094,226,132,0.0427691824667283,Medium,2452
Twitter,Text,38,189003,3788,540,76,0.023301217440993,Short,4404
Twitter,Image,50,20440,1523,234,115,0.0915851272015655,Medium,1872
Twitter,Image,92,60407,1578,284,157,0.0334232787590842,Long,2019
Instagram,Image,33,217436,4347,588,156,0.0234137861255725,Short,5091
Twitter,Video,20,32898,1962,161,206,0.0707945771779439,Short,2329
Twitter,Image,9,179792,11840,2349,799,0.0833629972412565,Short,14988
Facebook,Text,9,239478,3495,533,375,0.0183858224972648,Short,4403
Twitter,Image,34,123332,1282,136,67,0.0120406707099536,Short,1485
Twitter,Video,54,47428,4239,827,511,0.1175887661297124,Medium,5577
Twitter,Image,118,17427,355,68,32,0.0261089114592299,Long,455
Instagram,Image,9,158241,9898,612,884,0.0720040950196219,Short,11394
Facebook,Image,111,102751,9845,521,821,0.1088748527994861,Long,11187
Twitter,Video,17,47419,2658,150,344,0.0664712457031991,Short,3152
Twitter,Text,103,184137,4158,635,382,0.0281040746835236,Long,5175
Facebook,Text,53,247488,11239,1760,457,0.05437031290406,Medium,13456
Twitter,Text,93,89490,5920,938,600,0.083338920549782,Long,7458
Instagram,Image,54,103632,8151,1178,707,0.096842674077505,Medium,10036
Twitter,Image,18,10985,709,65,20,0.0722803823395539,Short,794
Instagram,Video,112,168713,2208,165,210,0.0153100235310853,Long,2583
Instagram,Text,50,158969,3637,688,110,0.0278985210953078,Medium,4435
Twitter,Image,94,178724,7767,1452,887,0.0565452877061838,Long,10106
Facebook,Image,86,140045,10295,889,1082,0.0875861330286693,Long,12266
Instagram,Image,88,107776,6745,507,567,0.0725486193586698,Long,7819
Facebook,Video,38,59718,837,88,98,0.0171305134130412,Short,1023
Twitter,Text,75,103578,8464,484,478,0.0910038811330591,Medium,9426
Instagram,Video,51,73809,4757,353,371,0.0742592366784538,Medium,5481
Twitter,Text,64,24627,2212,236,48,0.1013521744426848,Medium,2496
Facebook,Text,78,55621,2646,227,392,0.0587008503982308,Medium,3265
Twitter,Image,83,99729,5397,866,147,0.0642741830360276,Long,6410
Twitter,Image,85,188156,8749,1625,293,0.0566923191394374,Long,10667
Instagram,Image,15,20151,1511,281,127,0.0952310059054141,Short,1919
Twitter,Image,102,77691,6035,848,415,0.0939362345702848,Long,7298
Twitter,Image,95,159813,12000,1866,1070,0.0934592304756183,Long,14936
Twitter,Text,89,90484,3279,406,421,0.0453781884090004,Long,4106
Instagram,Image,99,75172,5054,363,205,0.0747884850742297,Long,5622
Facebook,Image,54,237722,9620,1397,992,0.0505169904342046,Medium,12009
Facebook,Video,8,194988,16589,1700,370,0.095693068291382,Short,18659
Twitter,Video,45,192291,2876,146,352,0.0175463230208382,Medium,3374
Instagram,Text,63,251996,3375,459,425,0.0169010619216178,Medium,4259
Twitter,Text,64,99185,1899,151,131,0.0219892120784392,Medium,2181
Facebook,Video,117,112242,3166,579,134,0.0345592558935157,Long,3879
Instagram,Video,85,42236,565,107,70,0.0175679515105597,Long,742
Facebook,Image,117,201954,3321,246,458,0.0199302811531338,Long,4025
Facebook,Image,66,148056,5558,302,165,0.0406940617063813,Medium,6025
Instagram,Text,116,268186,5090,257,485,0.0217461015862125,Long,5832
Instagram,Video,88,189990,15614,2919,2216,0.1092110111058476,Long,20749
Twitter,Text,29,153562,2280,165,236,0.0174587463044242,Short,2681
Twitter,Image,108,174039,15961,1840,2021,0.1138940122616195,Long,19822
Facebook,Text,91,190544,16839,986,839,0.0979511293979343,Long,18664
Instagram,Text,83,262648,7552,800,251,0.0327548658280283,Long,8603
Instagram,Text,37,120148,1974,331,136,0.0203166095149315,Short,2441
Twitter,Image,23,62650,1221,135,87,0.0230327214684756,Short,1443
Facebook,Text,61,136374,8225,1368,1005,0.0777127604968689,Medium,10598
Facebook,Image,19,153089,9810,1504,714,0.0785686757376428,Short,12028
Twitter,Video,45,44311,1701,217,86,0.0452257904357834,Medium,2004
Instagram,Text,73,126834,4656,748,629,0.0475661100335872,Medium,6033
Twitter,Text,84,19171,1108,201,134,0.0752699389703197,Long,1443
Twitter,Image,64,43226,1621,273,173,0.0478184426039883,Medium,2067
Twitter,Text,113,31327,2947,453,138,0.1129377214543365,Long,3538
Twitter,Image,116,72628,3227,501,150,0.0533953847001156,Long,3878
Instagram,Text,100,87473,2605,193,218,0.0344792107278817,Long,3016
Twitter,Video,26,66223,1532,295,136,0.0296422693022061,Short,1963
Instagram,Video,47,242401,16205,1310,863,0.0758165189087503,Medium,18378
Twitter,Video,36,77315,3046,311,109,0.0448295932225312,Short,3466
Facebook,Text,17,204124,5509,703,370,0.0322451059160118,Short,6582
Instagram,Text,42,109755,3822,263,289,0.0398523985239852,Medium,4374
Facebook,Video,30,66624,2512,349,67,0.0439481268011527,Short,2928
Twitter,Video,85,97650,6476,501,604,0.0776344086021505,Long,7581
Twitter,Image,9,147602,3796,715,76,0.0310768146773078,Short,4587
Twitter,Image,53,142382,10814,1982,428,0.0928769085979969,Medium,13224
Instagram,Video,101,39281,1470,193,57,0.0437870726305338,Long,1720
Facebook,Video,95,62270,3359,394,367,0.0661634816123333,Long,4120
Instagram,Text,9,182176,12558,821,1044,0.0791706920779905,Short,14423
Instagram,Video,105,26735,1575,273,202,0.0766785113147559,Long,2050
Twitter,Image,75,111899,7788,832,423,0.0808139482926567,Medium,9043
Facebook,Image,52,206357,8054,700,381,0.0442679434184447,Medium,9135
Twitter,Image,22,95173,9204,1834,1144,0.1279984869658411,Short,12182
Instagram,Image,99,143077,7341,1102,570,0.0629940521537354,Long,9013
Twitter,Image,10,59564,2321,141,129,0.043499429185414,Short,2591
Facebook,Image,70,54496,1998,340,148,0.0456180270111567,Medium,2486
Twitter,Video,81,31898,441,71,33,0.0170857107028653,Long,545
Facebook,Image,46,223146,15984,1761,1508,0.0862798347270396,Medium,19253
Facebook,Image,56,119659,4023,275,100,0.03675444387802,Medium,4398
Twitter,Image,15,104742,10087,1257,526,0.1133260774092532,Short,11870
Instagram,Image,30,116184,3362,553,271,0.0360290573572953,Short,4186
Twitter,Video,25,154780,8923,547,807,0.0663974673730456,Short,10277
Instagram,Text,70,244552,18632,1388,757,0.084959436029965,Medium,20777
Instagram,Text,44,250735,22142,3162,1000,0.104907571739087,Medium,26304
Twitter,Text,60,147484,3551,475,406,0.0300507173659515,Medium,4432
Instagram,Text,55,296522,29262,5435,3573,0.1290629363082671,Medium,38270
Instagram,Image,24,124849,11437,1969,340,0.1101010020104285,Short,13746
Twitter,Text,85,95638,9244,1736,1374,0.1291745958719337,Long,12354
Twitter,Text,84,80580,6989,837,533,0.10373541821792,Long,8359
Twitter,Video,61,164381,14628,2459,1406,0.1125008364713683,Medium,18493
Instagram,Video,110,138507,8849,507,859,0.0737507851588728,Long,10215
Facebook,Video,9,112470,9681,911,629,0.0997688272428203,Short,11221
Instagram,Image,18,265236,15399,2258,1398,0.0718416806165075,Short,19055
Facebook,Image,28,235474,13760,2264,1318,0.073647196718109,Short,17342
Twitter,Image,119,136458,8273,1121,983,0.0760453765993932,Long,10377
Facebook,Video,72,205048,20436,2495,2166,0.1223957317311068,Medium,25097
Twitter,Text,56,47503,921,78,71,0.0225248931646422,Medium,1070
Twitter,Video,52,110312,9101,692,408,0.0924740735368772,Medium,10201
Facebook,Image,92,206044,7128,1292,165,0.0416658577779503,Long,8585
Twitter,Video,51,118465,5035,359,527,0.0499810070484953,Medium,5921
Facebook,Text,64,75939,1309,150,107,0.0206218148777308,Medium,1566
Twitter,Image,77,176536,7351,1347,1069,0.0553258258938686,Medium,9767
Instagram,Text,7,87758,8702,627,285,0.1095512659814489,Short,9614
Instagram,Text,13,163349,7470,516,219,0.0502298759098617,Short,8205
Twitter,Image,86,122413,8602,1323,374,0.084133221144813,Long,10299
Twitter,Text,104,88679,1850,184,127,0.0243687908072937,Long,2161
Facebook,Video,87,57012,5303,611,226,0.1076966252718725,Long,6140
Instagram,Text,28,139210,11762,1691,944,0.1034192945909058,Short,14397
Facebook,Text,8,183399,8210,877,526,0.0524157710783592,Short,9613
Twitter,Text,13,4752,196,33,29,0.0542929292929292,Short,258
Twitter,Video,101,27765,1357,265,197,0.0655141365027912,Long,1819
Facebook,Text,5,114193,5265,1000,354,0.0579632727049819,Short,6619
Twitter,Text,119,2837,94,12,11,0.0412407472682411,Long,117
Instagram,Video,39,99010,9819,1013,504,0.1144934855065144,Short,11336
Facebook,Image,78,130977,10864,1250,298,0.0947647296853646,Medium,12412
Instagram,Image,16,248762,8486,844,214,0.0383659883744301,Short,9544
Instagram,Image,22,61997,6097,708,145,0.1121021984934755,Short,6950
Instagram,Text,82,171573,1955,101,226,0.0133004610282503,Long,2282
Facebook,Image,14,178842,8836,514,569,0.0554623634269355,Short,9919
Twitter,Video,78,91608,5611,929,713,0.0791743079207056,Medium,7253
Instagram,Text,22,108510,1452,145,193,0.0164961754676988,Short,1790
Instagram,Text,28,204261,5003,846,298,0.0300938505147825,Short,6147
Instagram,Text,5,126907,4217,514,242,0.0391861757034678,Short,4973
Twitter,Image,98,62594,4683,800,281,0.092085503402882,Long,5764
Twitter,Image,83,87269,8253,1234,675,0.1164445564862666,Long,10162
Facebook,Image,76,104614,6926,555,152,0.0729634656929282,Medium,7633
Twitter,Text,103,39448,2392,280,51,0.0690275806124518,Long,2723
Facebook,Video,86,218378,12733,1981,1472,0.0741191878302759,Long,16186
Facebook,Text,109,172031,7150,712,894,0.050897803302893,Long,8756
Facebook,Video,20,183597,15512,1225,721,0.0950886997064222,Short,17458
Facebook,Text,89,105979,6217,814,604,0.0720425744723011,Long,7635
Facebook,Video,19,81340,2497,227,120,0.034964347184657,Short,2844
Instagram,Text,66,209241,4669,649,539,0.0279916459967214,Medium,5857
Twitter,Text,9,141384,13954,1266,1041,0.1150130142024557,Short,16261
Instagram,Video,49,90765,1050,195,133,0.0151820635707596,Medium,1378
Facebook,Video,56,5884,553,56,79,0.1169272603670972,Medium,688
Twitter,Video,75,111113,3294,613,303,0.03788935588095,Medium,4210
Instagram,Video,116,25522,1765,162,241,0.0849463208212522,Long,2168
Instagram,Video,11,10623,394,55,9,0.0431139979290219,Short,458
Facebook,Video,31,14460,1263,87,101,0.1003457814661134,Short,1451
Instagram,Video,93,15234,897,149,76,0.0736510437179992,Long,1122
Instagram,Video,90,199650,4531,362,335,0.0261858251940896,Long,5228
Instagram,Text,116,225708,7738,1389,471,0.0425239690219221,Long,9598
Instagram,Video,17,165492,6425,757,732,0.0478210427090131,Short,7914
Instagram,Video,21,171885,15423,989,1416,0.1037205108066439,Short,17828
Facebook,Text,109,134454,10622,1110,326,0.0896812292680024,Long,12058
Facebook,Text,48,118492,10031,1674,1440,0.1109357593761604,Medium,13145
Instagram,Image,17,43353,637,39,86,0.0175766382949276,Short,762
Facebook,Image,94,143441,8906,1281,587,0.0751110212561262,Long,10774
Facebook,Video,77,37985,3795,478,197,0.1176780308016322,Medium,4470
Twitter,Video,9,44255,3569,344,362,0.0965992543215455,Short,4275
Instagram,Image,107,66590,1389,226,35,0.0247784952695599,Long,1650
Facebook,Image,37,179558,12765,738,1078,0.081204958843382,Short,14581
Facebook,Video,8,124282,9579,1193,1029,0.0949534124008303,Short,11801
Instagram,Image,96,191390,10771,1357,784,0.0674643398296671,Long,12912
Twitter,Video,30,53566,915,57,133,0.0206287570473808,Short,1105
Instagram,Text,72,5650,74,5,8,0.0153982300884955,Medium,87
Twitter,Text,20,174009,16426,1830,2323,0.1182639978391922,Short,20579
Instagram,Image,105,26299,872,113,120,0.042016806722689,Long,1105
Instagram,Text,26,31862,1405,81,52,0.0482706672525265,Short,1538
Instagram,Text,40,283456,23122,1196,2472,0.0945120230300293,Medium,26790
Instagram,Text,106,278087,20031,1580,1954,0.084739667801803,Long,23565
Twitter,Text,62,70734,6873,846,186,0.1117567223683094,Medium,7905
Twitter,Video,59,150397,2760,154,169,0.0204990791039714,Medium,3083
Facebook,Video,39,208340,15338,2453,1372,0.0919794566573869,Short,19163
Instagram,Image,29,130560,2271,165,207,0.0202435661764705,Short,2643
Twitter,Text,76,54879,549,91,69,0.0129193316204741,Medium,709
Twitter,Text,85,199810,4160,335,400,0.0244982733596917,Long,4895
Twitter,Text,65,121652,7968,812,642,0.0774504323808897,Medium,9422
Instagram,Image,22,200082,14177,1727,1669,0.0878289901140532,Short,17573
Facebook,Video,118,216642,10713,1093,1009,0.0591528881749614,Long,12815
Twitter,Text,62,136078,1925,103,259,0.0168065374270638,Medium,2287
Instagram,Video,80,275649,18486,3443,2545,0.0887868267252919,Long,24474
Twitter,Image,61,22498,398,37,39,0.0210685394257267,Medium,474
Twitter,Video,101,109679,2495,175,232,0.0264590304433847,Long,2902
Facebook,Text,91,245481,13779,962,1531,0.0662861891551688,Long,16272
Twitter,Video,67,149577,6077,1192,694,0.0532367944269506,Medium,7963
Twitter,Video,16,195590,10137,693,1161,0.0613068152768546,Short,11991
Instagram,Image,15,291888,19602,1999,1973,0.0807638546291728,Short,23574
Instagram,Image,17,33544,818,49,97,0.0287383734796088,Short,964
Facebook,Image,39,9864,891,142,34,0.1081711273317112,Short,1067
Instagram,Image,31,33593,2027,282,257,0.076384961152621,Short,2566
Instagram,Video,93,268873,3223,419,194,0.0142669587500418,Long,3836
Facebook,Video,108,47515,3162,564,427,0.0874039776912554,Long,4153
Twitter,Image,71,187353,9683,1316,359,0.0606235288466157,Medium,11358
Facebook,Image,117,249878,18277,3533,374,0.0887793243102634,Long,22184
Instagram,Text,93,17413,1402,201,30,0.0937805088152529,Long,1633
Facebook,Text,49,50652,4786,493,226,0.1086827765932243,Medium,5505
Twitter,Image,78,31764,3171,176,110,0.1088339000125928,Medium,3457
Facebook,Video,85,66784,3971,630,365,0.0743591279348346,Long,4966
Instagram,Image,71,181813,11006,1167,861,0.0716890431377294,Medium,13034
Instagram,Video,113,209276,2515,351,248,0.014879871557178,Long,3114
Facebook,Video,26,81796,7187,1304,323,0.1077558804831532,Short,8814
Twitter,Text,106,78844,992,50,117,0.0146999137537415,Long,1159
Facebook,Image,82,130610,8743,1433,868,0.0845570783247837,Long,11044
Twitter,Image,95,192845,3639,419,177,0.021960641966346,Long,4235
Twitter,Video,46,126887,4533,311,325,0.0407370337386808,Medium,5169
Facebook,Image,24,249810,5653,776,640,0.0282975061046395,Short,7069
Twitter,Text,52,76432,1709,221,185,0.0276716558509524,Medium,2115
Instagram,Text,22,155355,2596,457,241,0.0212030510765665,Short,3294
Facebook,Image,81,219199,8463,1085,1246,0.0492429253783092,Long,10794
Twitter,Image,110,27282,1313,228,48,0.0582435305329521,Long,1589
Instagram,Text,74,232448,12041,1585,1005,0.0629431098568281,Medium,14631
Facebook,Image,78,55984,2775,324,280,0.0603565304372677,Medium,3379
Instagram,Video,105,271865,15532,1641,2317,0.071689993195152,Long,19490
Instagram,Image,97,296341,25894,1969,2344,0.1019332458215366,Long,30207
Instagram,Video,10,162245,10847,1492,840,0.0812290055163487,Short,13179
Twitter,Image,43,3066,35,4,4,0.0140247879973907,Medium,43
Facebook,Image,15,111442,2849,559,244,0.0327704097198542,Short,3652
Facebook,Text,116,226983,9398,1051,1335,0.0519157822391985,Long,11784
Twitter,Video,29,61418,5860,663,688,0.1174085772900452,Short,7211
Facebook,Text,112,70454,1199,89,50,0.0189911147699208,Long,1338
Instagram,Image,112,150354,11112,1551,464,0.0873072881333386,Long,13127
Facebook,Text,98,158887,2062,365,126,0.0160680231862896,Long,2553
Twitter,Image,59,155666,6635,578,191,0.0475633728624105,Medium,7404
Instagram,Image,88,209056,16580,851,1500,0.0905546839124445,Long,18931
Twitter,Image,62,189583,7764,1193,1023,0.0526418507988585,Medium,9980
Instagram,Video,41,122911,5988,327,431,0.0548852421670965,Medium,6746
Instagram,Video,20,90768,8303,924,865,0.1111845584346906,Short,10092
Facebook,Video,99,69951,1116,158,164,0.0205572472159082,Long,1438
Instagram,Text,97,11374,653,70,29,0.0661157024793388,Long,752
Twitter,Image,74,28974,1244,110,82,0.0495616759853661,Medium,1436
Facebook,Text,97,233136,22554,3831,524,0.1154218996637156,Long,26909
Twitter,Text,100,33914,2761,262,138,0.093206345462051,Long,3161
Instagram,Image,77,55014,1154,88,140,0.0251208783218817,Medium,1382
Twitter,Text,41,194451,18174,1967,1914,0.1134218903476968,Medium,22055
Twitter,Image,57,11347,329,22,40,0.0344584471666519,Medium,391
Instagram,Image,91,195087,3440,528,259,0.0216672561472573,Long,4227
Facebook,Image,20,92129,5411,846,625,0.074699605987257,Short,6882
Twitter,Image,22,199936,15254,796,1494,0.0877480793854033,Short,17544
Instagram,Text,23,154832,11526,1777,722,0.0905820502221762,Short,14025
Facebook,Text,48,219233,12729,1207,937,0.0678410640733831,Medium,14873
Facebook,Text,6,95103,5168,767,467,0.0673164884388505,Short,6402
Facebook,Video,62,80599,7838,1222,1131,0.1264407746994379,Medium,10191
Twitter,Text,14,132774,11133,1020,1570,0.1033560787503577,Short,13723
Twitter,Text,80,136212,9926,772,1471,0.0893386779432061,Long,12169
Twitter,Video,50,76266,2102,365,46,0.0329504628536962,Medium,2513
Facebook,Image,86,196248,16441,2644,1861,0.1067322979087685,Long,20946
Twitter,Image,23,126737,9819,1723,1338,0.101627780364061,Short,12880
Instagram,Image,42,264578,26267,3030,3049,0.1222550627792182,Medium,32346
Twitter,Video,41,16057,352,41,26,0.0260945382076353,Medium,419
Twitter,Text,95,31114,2314,235,264,0.0904094619785305,Long,2813
Facebook,Text,116,212819,20881,2607,1623,0.1179922845234683,Long,25111
Twitter,Text,82,189287,9773,1436,1102,0.0650388035100139,Long,12311
Instagram,Text,49,248762,18907,3255,2296,0.0983188750693433,Medium,24458
Facebook,Video,38,21580,2110,163,273,0.117979610750695,Short,2546
Instagram,Text,6,219942,13036,1444,1494,0.0726282383537478,Short,15974
Facebook,Image,48,12802,933,111,38,0.0845180440556163,Medium,1082
Facebook,Video,101,90857,1072,132,151,0.0149135454615494,Long,1355
Twitter,Video,87,103467,5873,771,280,0.0669198875003624,Long,6924
Instagram,Image,31,140747,4647,791,308,0.0408250264659282,Short,5746
Facebook,Image,52,148130,3231,591,244,0.0274488624856544,Medium,4066
Twitter,Text,98,182073,13432,992,1512,0.0875253332454565,Long,15936
Facebook,Image,11,171591,2319,363,257,0.0171279379454633,Short,2939
Facebook,Video,31,205827,18820,2293,2729,0.1158351431056178,Short,23842
Facebook,Video,89,149517,8462,953,376,0.0654841924329674,Long,9791
Facebook,Video,75,208026,14216,952,1117,0.0782834837952948,Medium,16285
Facebook,Text,116,92450,3033,180,140,0.036268253109789,Long,3353
Facebook,Text,93,229238,6051,1190,650,0.0344227396853924,Long,7891
Twitter,Image,106,108039,3450,504,164,0.0381158655670637,Long,4118
Facebook,Text,22,241159,7453,878,989,0.0386467019684108,Short,9320
Instagram,Text,37,295839,25976,4266,3838,0.11519779339438,Short,34080
Twitter,Video,37,97970,7921,504,484,0.0909360008165765,Short,8909
Instagram,Video,100,187299,16247,2292,1886,0.1090502351854521,Long,20425
Facebook,Image,29,214064,16298,2429,1454,0.094275543762613,Short,20181
Instagram,Video,18,297329,20194,2379,1347,0.0804496029650656,Short,23920
Facebook,Text,42,92692,5330,468,239,0.06512967677901,Medium,6037
Facebook,Image,42,48908,1657,320,188,0.0442667866197759,Medium,2165
Twitter,Image,8,176703,12984,1235,527,0.0834507620130954,Short,14746
Twitter,Video,112,181065,4036,277,227,0.0250738685002623,Long,4540
Facebook,Video,66,119710,6703,969,935,0.0718987553253696,Medium,8607
Twitter,Video,86,4078,112,15,9,0.0333496812162824,Long,136
Instagram,Image,14,246518,13664,2230,1790,0.0717351268467211,Short,17684
Twitter,Video,39,156850,5717,932,684,0.0467516735734778,Short,7333
Twitter,Text,103,156469,2317,331,159,0.0179396557784609,Long,2807
Instagram,Image,108,148409,8212,666,396,0.0624894716627697,Long,9274
Twitter,Video,27,8011,211,38,6,0.0318312320559231,Short,255
Facebook,Text,93,120124,2943,256,426,0.030177150278046,Long,3625
Instagram,Text,69,175927,7845,502,488,0.0502196933955561,Medium,8835
Facebook,Video,86,78532,3342,318,359,0.0511765904344725,Long,4019
Instagram,Text,83,236106,20783,2545,2388,0.1089171812660415,Long,25716
Facebook,Image,29,49845,3031,245,138,0.0684923262112549,Short,3414
Facebook,Image,100,154118,13394,1340,1475,0.1051726599099391,Long,16209
Twitter,Text,57,89030,2066,262,43,0.0266314725373469,Medium,2371
Facebook,Image,88,9618,405,39,30,0.0492825951341235,Long,474
Twitter,Video,21,74435,4464,283,292,0.0676966480822193,Short,5039
Instagram,Text,61,169251,4025,320,568,0.0290278934836426,Medium,4913
Facebook,Image,79,201589,4339,733,642,0.0283448005595543,Medium,5714
Facebook,Video,81,241915,16819,3248,965,0.086939627555133,Long,21032
Instagram,Video,93,123158,8478,612,841,0.0806362558664479,Long,9931
Instagram,Image,24,83014,2579,392,301,0.0394150384272532,Short,3272
Facebook,Text,29,128713,3918,728,175,0.0374554240830374,Short,4821
Instagram,Video,46,116550,8984,852,981,0.0928099528099528,Medium,10817
Twitter,Video,49,93965,1928,336,103,0.025190230404938,Medium,2367
Instagram,Video,117,173435,16145,2998,677,0.1142791247441404,Long,19820
Instagram,Video,35,263627,25027,2375,3268,0.1163386147852837,Short,30670
Facebook,Text,69,118503,10474,612,893,0.1010860484544695,Medium,11979
Twitter,Image,56,144769,4192,786,245,0.0360781659056842,Medium,5223
Instagram,Image,84,151494,1744,173,126,0.0134856826012911,Long,2043
Twitter,Image,116,40380,3807,198,280,0.1061168895492818,Long,4285
Twitter,Video,96,97877,4008,485,481,0.0508188849270002,Long,4974
Twitter,Text,25,62857,2384,160,322,0.0455955581717231,Short,2866
Facebook,Image,34,201645,6765,1253,553,0.0425053931414118,Short,8571
Instagram,Text,7,211130,6757,494,418,0.0363235920996542,Short,7669
Facebook,Image,102,24259,1846,176,211,0.0920483119666927,Long,2233
Instagram,Video,74,77622,7118,1199,980,0.1197727448403803,Medium,9297
Instagram,Image,47,27792,2244,383,78,0.0973301669545192,Medium,2705
Facebook,Video,33,150462,10633,1969,1314,0.0924884688492775,Short,13916
Twitter,Video,7,167276,6004,748,554,0.04367631937636,Short,7306
Twitter,Image,62,169090,10014,1982,1329,0.0788041871192855,Medium,13325
Instagram,Text,37,157543,4935,628,428,0.0380277130688129,Short,5991
Facebook,Video,79,17263,345,58,45,0.0259514568730811,Medium,448
Twitter,Text,49,62309,1297,135,119,0.0248920701664286,Medium,1551
Twitter,Image,73,54451,3503,669,136,0.0791170042790766,Medium,4308
Instagram,Video,118,82969,1117,170,23,0.0157890296375754,Long,1310
Instagram,Text,36,147631,14407,886,1449,0.1134043662916325,Short,16742
Facebook,Video,115,66728,6645,440,644,0.1158284378371897,Long,7729
Instagram,Image,86,9952,233,42,11,0.0287379421221864,Long,286
Twitter,Video,115,63726,3087,529,403,0.0630668800803439,Long,4019
Twitter,Image,88,121735,9632,958,1279,0.0974986651332813,Long,11869
Twitter,Text,56,42610,4088,524,509,0.1201830556207463,Medium,5121
Twitter,Video,68,88467,7981,1419,1131,0.1190387376083737,Medium,10531
Facebook,Text,107,136225,4485,293,385,0.0379005322077445,Long,5163
Facebook,Image,117,97447,1721,121,191,0.0208626227590382,Long,2033
Instagram,Image,44,102167,3676,578,505,0.046580598431979,Medium,4759
Instagram,Text,96,242099,11947,744,947,0.0563323268580208,Long,13638
Instagram,Text,17,123818,5249,540,526,0.051002277536384,Short,6315
Facebook,Image,94,128803,10258,900,888,0.0935226663975218,Long,12046
Twitter,Text,84,181546,6027,988,890,0.0435426833970453,Long,7905
Instagram,Image,93,15623,1363,68,104,0.0982525763297702,Long,1535
Twitter,Text,78,87504,2651,178,162,0.0341812945693911,Medium,2991
Instagram,Image,33,8809,374,24,38,0.0494948348280168,Short,436
Instagram,Image,114,128690,6473,632,365,0.0580464682570518,Long,7470
Instagram,Video,67,97907,3545,300,466,0.0440315809901232,Medium,4311
Instagram,Image,106,187118,14777,1244,2009,0.0963563099220812,Long,18030
Instagram,Image,88,114502,5365,566,347,0.0548287366159543,Long,6278
Twitter,Video,30,64496,5793,475,385,0.1031536839493922,Short,6653
Instagram,Video,100,240614,23272,1534,727,0.106116019849219,Long,25533
Twitter,Text,107,164811,14401,1979,767,0.1040403856538702,Long,17147
Facebook,Text,106,187524,10695,2061,308,0.0696657494507369,Long,13064
Instagram,Image,63,209396,11701,1650,1385,0.0703738371315593,Medium,14736
Twitter,Text,53,140049,4121,674,179,0.0355161407792986,Medium,4974
Facebook,Text,57,238785,15116,2960,457,0.0776137529576816,Medium,18533
Facebook,Image,92,168910,16172,1180,668,0.106684032916938,Long,18020
Facebook,Video,35,202264,3489,415,240,0.0204880749911007,Short,4144
Twitter,Video,108,137206,10663,1463,798,0.0941941314519773,Long,12924
Instagram,Image,16,189492,16724,1644,2288,0.1090072404112047,Short,20656
Instagram,Image,62,296575,29302,4159,1651,0.1183916378656326,Medium,35112
Twitter,Image,40,51565,2069,297,234,0.0504217977310191,Medium,2600
Instagram,Image,14,115613,4855,856,661,0.0551149092230112,Short,6372
Twitter,Image,10,40916,1255,219,164,0.0400332388307752,Short,1638
Instagram,Image,11,156765,12700,906,582,0.0905048958632347,Short,14188
Facebook,Text,35,172631,3902,293,219,0.0255689881886799,Short,4414
Instagram,Text,95,221202,7542,628,204,0.0378568005714234,Long,8374
Twitter,Text,76,144930,5300,472,438,0.0428482715793831,Medium,6210
Twitter,Video,7,45324,1982,266,144,0.052775571441179,Short,2392
Facebook,Image,108,184016,8823,874,801,0.0570493870098252,Long,10498
Twitter,Image,51,92687,5590,1078,444,0.0767313647005513,Medium,7112
Instagram,Text,89,180259,17188,1164,1987,0.1128320916015289,Long,20339
Instagram,Video,5,33147,1069,92,114,0.0384650194587745,Short,1275
Facebook,Text,49,80914,6483,1168,490,0.1006129965148182,Medium,8141
Twitter,Image,58,124879,8850,1218,220,0.0823837474675485,Medium,10288
Facebook,Image,54,221153,4521,597,292,0.0244627022920783,Medium,5410
Instagram,Text,83,263808,21878,3044,1359,0.0996216945657447,Long,26281
Facebook,Text,11,243934,4428,388,139,0.020312871514426,Short,4955
